id,title,handle,url,category,family,product_type,price_min,price_max,in_stock,n_variants,connectivity,layout,hotswap,qmk_via,magnetic_HE,low_profile,keycap_material,keycap_profile,case_material,knob,published
7919880241241,Keychron Low Profile Silent Switch,keychron-low-profile-silent-switch,https://www.keychron.com/products/keychron-low-profile-silent-switch,轴体 Switches,—,Switches,24.99,24.99,售罄,1,,,,,,Yes,,,,,2025-03-01
7904473383001,Keychron K2 QMK Wireless Mechanical Keyboard (Version 3),keychron-k2-qmk-wireless-mechanical-keyboard-version-3,https://www.keychron.com/products/keychron-k2-qmk-wireless-mechanical-keyboard-version-3,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,79.99,109.99,售罄,15,wireless,75%,Yes,Yes,,,,Normal Profile,,,2025-02-27
7915254677593,Lemokey L5 HE Magnetic Switch Custom Gaming Keyboard,lemokey-l5-he-magnetic-switch-custom-gaming-keyboard,https://www.keychron.com/products/lemokey-l5-he-magnetic-switch-custom-gaming-keyboard,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,209.99,219.99,售罄,13,wired,75%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2025-02-10
7900137717849,Keychron Custom Keyboard Industry Design Open Source Project - P HE Series,keychron-custom-keyboard-industry-design-open-source-project-p-he-series,https://www.keychron.com/products/keychron-custom-keyboard-industry-design-open-source-project-p-he-series,键盘 Keyboards,其它/未识别,(空白),0.0,0.0,在售,7,,,,,Yes,,,,,,2025-01-15
7900134309977,Keychron Custom Keyboard Industry Design Open Source Project - K HE Series,keychron-custom-keyboard-industry-design-open-source-project-k-he-series,https://www.keychron.com/products/keychron-custom-keyboard-industry-design-open-source-project-k-he-series,键盘 Keyboards,其它/未识别,(空白),0.0,0.0,在售,10,,,,,Yes,,,,,,2025-01-15
7898805796953,Keychron K4 QMK Wireless Mechanical Keyboard (Version 3),keychron-k4-qmk-wireless-mechanical-keyboard-version-3,https://www.keychron.com/products/keychron-k4-qmk-wireless-mechanical-keyboard-version-3,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,84.99,114.99,在售,15,wireless,96%,Yes,Yes,,,,Normal Profile,Plastic,No,2025-01-14
7888861823065,Keychron K4 Max QMK Wireless Mechanical Keyboard,keychron-k4-max-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-k4-max-qmk-wireless-mechanical-keyboard,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,99.99,119.99,在售,9,wireless,96%,Yes,Yes,,,,Normal Profile,,,2025-01-08
7889854365785,Lemokey P1 HE Wireless Magnetic Switch Custom Gaming Keyboard,lemokey-p1-he-wireless-magnetic-switch-custom-gaming-keyboard,https://www.keychron.com/products/lemokey-p1-he-wireless-magnetic-switch-custom-gaming-keyboard,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,169.99,169.99,在售,3,wireless,75%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2025-01-07
7898520191065,Keychron Custom Keyboard Industry Design Open Source Project - Q HE Series,keychron-custom-keyboard-industry-design-open-source-project-q-he-series,https://www.keychron.com/products/keychron-custom-keyboard-industry-design-open-source-project-q-he-series,键盘 Keyboards,其它/未识别,(空白),0.0,0.0,在售,12,,,,,Yes,,,,,,2025-01-06
7889305075801,Keychron Q6 HE QMK Wireless Custom Keyboard,keychron-q6-he-qmk-wireless-custom-keyboard,https://www.keychron.com/products/keychron-q6-he-qmk-wireless-custom-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,2,wireless,100%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2025-01-04
7889862623321,Keychron K5 QMK Wireless Mechanical Keyboard (ISO Layout) - Version 2,keychron-k5-qmk-wireless-mechanical-keyboard-iso-layout-version-2,https://www.keychron.com/products/keychron-k5-qmk-wireless-mechanical-keyboard-iso-layout-version-2,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,99.99,99.99,在售,12,wireless,100%,Yes,Yes,,Yes,,Low Profile,,,2025-01-03
7826224808025,Keychron Vintage Computer Aluminum Alloy Artisan Keycap,keychron-vintage-computer-aluminum-alloy-artisan-keycap,https://www.keychron.com/products/keychron-vintage-computer-aluminum-alloy-artisan-keycap,键帽 Keycaps,—,Keycaps,43.99,43.99,在售,2,,Other Layout,,,,,,Artisan Keycap,,,2025-01-03
7889857642585,Keychron K1 QMK Wireless Mechanical Keyboard (ISO Layout) - Version 6,keychron-k1-qmk-wireless-mechanical-keyboard-iso-layout-version-6,https://www.keychron.com/products/keychron-k1-qmk-wireless-mechanical-keyboard-iso-layout-version-6,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,94.99,94.99,在售,12,wireless,80%,Yes,Yes,,Yes,,Low Profile,,,2025-01-02
7891584385113,Keychron K3 QMK Wireless Mechanical Keyboard (ISO Layout) - Version 3,keychron-k3-qmk-wireless-mechanical-keyboard-iso-layout-version-3,https://www.keychron.com/products/keychron-k3-qmk-wireless-mechanical-keyboard-iso-layout-version-3,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,94.99,94.99,在售,12,wireless,75%,Yes,Yes,,Yes,,Low Profile,,,2024-12-30
7880723988569,Custom Keyboard Industry Design Open Source Project - K Max Series,keychron-custom-keyboard-industry-design-open-source-project-k-max-series,https://www.keychron.com/products/keychron-custom-keyboard-industry-design-open-source-project-k-max-series,键盘 Keyboards,其它/未识别,(空白),0.0,0.0,在售,67,,,,,,,,,,,2024-12-24
7882641997913,Custom Keyboard Industry Design Open Source Project - K Pro Series,keychron-custom-keyboard-industry-design-open-source-project-k-pro-series,https://www.keychron.com/products/keychron-custom-keyboard-industry-design-open-source-project-k-pro-series,键盘 Keyboards,其它/未识别,(空白),0.0,0.0,在售,83,,,,,,,,,,,2024-12-24
7888857989209,Keychron Q1 HE QMK Wireless Custom Keyboard (Japan JIS Layout),keychron-q1-he-qmk-wireless-custom-keyboard-japan-jis-layout,https://www.keychron.com/products/keychron-q1-he-qmk-wireless-custom-keyboard-japan-jis-layout,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,239.99,239.99,在售,2,wireless,75%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2024-12-24
7891527958617,Keychron K5 QMK Wireless Mechanical Keyboard (Version 2),keychron-k5-qmk-wireless-mechanical-keyboard-version-2,https://www.keychron.com/products/keychron-k5-qmk-wireless-mechanical-keyboard-version-2,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,79.99,99.99,售罄,9,wireless,100%,Yes,Yes,,Yes,,Low Profile,Aluminum & Plastic,No,2024-12-19
7879026049113,Keychron Folio Case for Slim Keyboard,keychron-folio-case-for-slim-keyboard,https://www.keychron.com/products/keychron-folio-case-for-slim-keyboard,键盘 Keyboards,其它/未识别,Z-Others,29.99,29.99,在售,4,,,,,,,,,,,2024-12-16
7885416104025,Keychron K10 QMK Wireless Mechanical Keyboard (Version 2),keychron-k10-qmk-via-wireless-mechanical-keyboard-version-2,https://www.keychron.com/products/keychron-k10-qmk-via-wireless-mechanical-keyboard-version-2,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,84.99,114.99,在售,15,wireless,100%,Yes,Yes,,,,Normal Profile,Plastic,No,2024-12-12
7888859725913,Keychron B6 Pro Ultra-Slim Wireless Keyboard ISO Layout Collection,keychron-b6-pro-ultra-slim-wireless-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-b6-pro-ultra-slim-wireless-keyboard-iso-layout-collection,键盘 Keyboards,B 系列(超薄预算),Slim Keyboards,44.99,44.99,在售,18,wireless,,,,,Yes,ABS,,,,2024-12-10
7888854450265,Keychron B1 Pro Ultra-Slim Wireless Keyboard ISO Layout Collection,keychron-b1-pro-ultra-slim-wireless-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-b1-pro-ultra-slim-wireless-keyboard-iso-layout-collection,键盘 Keyboards,B 系列(超薄预算),Slim Keyboards,39.99,39.99,在售,18,wireless,75%,,,,Yes,ABS,,,,2024-12-10
7885401948249,Keychron K8 QMK Wireless Mechanical Keyboard (Version 2),keychron-k8-qmk-wireless-mechanical-keyboard-version-2,https://www.keychron.com/products/keychron-k8-qmk-wireless-mechanical-keyboard-version-2,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,79.99,109.99,在售,15,wireless,80%,Yes,Yes,,,,Normal Profile,,,2024-12-10
7889078059097,Keychron Q0 Plus QMK Custom Number Pad - PCB,keychron-q0-plus-qmk-custom-number-pad-pcb,https://www.keychron.com/products/keychron-q0-plus-qmk-custom-number-pad-pcb,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,2249.99,2249.99,售罄,1,wired,,,,,,,,,,2024-12-09
7825863180377,Keychron Mouse Industry Design Open Source Project,mouse-industry-design-open-source-project,https://www.keychron.com/products/mouse-industry-design-open-source-project,鼠标 Mice,M 系列(鼠标),(空白),0.0,0.0,在售,11,,,,,,,,,,,2024-11-13
7777098203225,Golden Casino - Cherry Profile Dye-Sub PBT Full Keycap Set,golden-casino-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/golden-casino-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-11-08
7799160307801,Keychron Keyboard Wood Siding,keychron-keyboard-wood-siding,https://www.keychron.com/products/keychron-keyboard-wood-siding,键盘 Keyboards,其它/未识别,Z-Others,24.99,24.99,售罄,2,,,,,,,,,,,2024-11-08
7799117447257,Cherry Profile Double-Shot PBT Shine-Through Keycap Set,cherry-profile-double-shot-pbt-shine-through-keycap-set,https://www.keychron.com/products/cherry-profile-double-shot-pbt-shine-through-keycap-set,键帽 Keycaps,—,Keycaps,33.99,33.99,在售,1,,Other Layout,,,,,Double-shot PBT,Cherry Profile,,,2024-11-08
7808780271705,Treasure Hunter - Cherry Profile Dye-Sub PBT Full Keycap Set,treasure-hunter-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/treasure-hunter-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-11-08
7808289669209,Haimu Midnight Linear Switch,haimu-midnight-linear-switch,https://www.keychron.com/products/haimu-midnight-linear-switch,轴体 Switches,—,Switches,14.99,34.99,在售,2,,,,,,,,,,,2024-10-30
7803589001305,Keychron K3 QMK Wireless Mechanical Keyboard (Version 3),keychron-k3-qmk-wireless-mechanical-keyboard-version-3,https://www.keychron.com/products/keychron-k3-qmk-wireless-mechanical-keyboard-version-3,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,74.99,94.99,售罄,9,wireless,75%,Yes,Yes,,Yes,,Low Profile,,,2024-10-23
7803833286745,Keychron K1 QMK Wireless Mechanical Keyboard (Version 6),keychron-k1-qmk-wireless-mechanical-keyboard-version-6,https://www.keychron.com/products/keychron-k1-qmk-wireless-mechanical-keyboard-version-6,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,74.99,94.99,售罄,9,wireless,80%,Yes,Yes,,Yes,,Low Profile,,,2024-10-17
7785181511769,Cherry Profile Dye-Sub PBT Full Set Keycap Set - Cyber Developer,cherry-profile-dye-sub-pbt-full-set-keycap-set-cyber-developer,https://www.keychron.com/products/cherry-profile-dye-sub-pbt-full-set-keycap-set-cyber-developer,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-09-25
7307131224153,Kailh Box Winter Tactile Switch,kailh-box-winter-tactile-switch,https://www.keychron.com/products/kailh-box-winter-tactile-switch,轴体 Switches,—,Switches,24.99,54.99,在售,2,,,,,,,,,,,2024-09-25
7784200962137,Keychron Q5 HE QMK Wireless Custom Keyboard,keychron-q5-he-qmk-wireless-custom-keyboard,https://www.keychron.com/products/keychron-q5-he-qmk-wireless-custom-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,2,wireless,96%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2024-09-25
7796497809497,Lemokey L4 QMK Wireless Custom Gaming Keyboard,lemokey-l4-qmk-wireless-custom-gaming-keyboard,https://www.keychron.com/products/lemokey-l4-qmk-wireless-custom-gaming-keyboard,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,184.99,204.99,在售,12,wireless,80%,Yes,Yes,,,,Normal Profile,All-metal,,2024-09-19
7781666422873,Keychron Q3 HE QMK Wireless Custom Keyboard,keychron-q3-he-qmk-wireless-custom-keyboard,https://www.keychron.com/products/keychron-q3-he-qmk-wireless-custom-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,219.99,239.99,在售,2,wireless,80%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2024-09-14
7787645730905,Gateron Switch and Keycap Puller,gateron-switch-and-keycap-puller,https://www.keychron.com/products/gateron-switch-and-keycap-puller,其它 Others,—,Z-Others,12.99,12.99,售罄,1,,,,,,,,,,,2024-09-05
7772919693401,Keychron K10 Max QMK Wireless Mechanical Keyboard,keychron-k10-max-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-k10-max-qmk-wireless-mechanical-keyboard,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,99.99,119.99,在售,18,wireless,100%,Yes,Yes,,,,Normal Profile,,,2024-09-05
7789880541273,Pixel Sunset - Cherry Profile Dye-Sub PBT Full Keycap Set,pixel-sunset-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/pixel-sunset-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-09-05
7781672517721,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - White Mint,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-white-mint,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-white-mint,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,6,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-28
7254523740249,Keychron M1 Wireless Mouse,keychron-m1-wireless-mouse,https://www.keychron.com/products/keychron-m1-wireless-mouse,鼠标 Mice,M 系列(鼠标),Mice,44.99,44.99,售罄,2,,,,,,,,,,,2024-08-28
7781261475929,Lemokey P1 QMK Wireless Custom Mechanical Keyboard ISO Layout Collection,lemokey-p1-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/lemokey-p1-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,104.99,134.99,在售,18,wireless,75%,Yes,Yes,,,,Normal Profile,All-metal,Yes,2024-08-28
7781178835033,Keychron Q1 HE QMK Wireless Custom Keyboard ISO Layout Collection,keychron-q1-he-qmk-wireless-custom-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-q1-he-qmk-wireless-custom-keyboard-iso-layout-collection,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,219.99,239.99,在售,7,wireless,75%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2024-08-27
7784798355545,Custom Keyboard Industry Design Open Source Project - V Max Series,custom-keyboard-industry-design-open-source-project-v-max-series,https://www.keychron.com/products/custom-keyboard-industry-design-open-source-project-v-max-series,键盘 Keyboards,其它/未识别,(空白),0.0,0.0,在售,48,,,,,,,,,,,2024-08-21
7773817307225,Lemokey X2 QMK Wired Mechanical Keyboard,lemokey-x2-qmk-wired-mechanical-keyboard,https://www.keychron.com/products/lemokey-x2-qmk-wired-mechanical-keyboard,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,49.99,54.99,售罄,4,,,,,,,,,,,2024-08-21
7768172494937,Keychron K8 Max QMK Wireless Mechanical Keyboard,keychron-k8-max-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-k8-max-qmk-wireless-mechanical-keyboard,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,94.99,124.99,在售,18,wireless,80%,Yes,Yes,,,,Normal Profile,,,2024-08-21
7777371848793,Keychron Q13 Max (Alice Layout) QMK Wireless Custom Mechanical Keyboard,keychron-q13-max-alice-layout-qmk-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q13-max-alice-layout-qmk-wireless-custom-mechanical-keyboard,键盘 Keyboards,Alice(人体工学),Custom Keyboards,209.99,229.99,售罄,8,wireless,96%,Yes,Yes,,,,KSA Profile,All-metal,Yes,2024-08-20
7782395215961,Keychron K2 HE Wireless Magnetic Switch Custom Keyboard,keychron-k2-he-wireless-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-k2-he-wireless-magnetic-switch-keyboard,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,129.99,139.99,在售,7,wireless,75%,Yes,Yes,Yes,,,Normal Profile,,,2024-08-17
7774438785113,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Modern Blue,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-modern-blue,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-modern-blue,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-16
7768794955865,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Iceberg,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-iceberg,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-iceberg,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-16
7775820447833,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Gray White Mint,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-gray-white-mint,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-gray-white-mint,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,6,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-13
7739111800921,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Hacker Mint,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-hacker-mint,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-hacker-mint,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,6,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-09
7770829979737,Keychron Silent Switch,keychron-silent-switch,https://www.keychron.com/products/keychron-silent-switch,轴体 Switches,—,Switches,12.99,24.99,在售,2,,,,,,,,,,,2024-08-09
7751912652889,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Carbon Vibe,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-carbon-vibe,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-carbon-vibe,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-03
7751902363737,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Retro,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-retro,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-retro,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-03
7770159022169,Cosmic Galaxy - Cherry Profile Dye-Sub PBT Full Keycap Set,cosmic-galaxy-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/cosmic-galaxy-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-03
7767633002585,Neon Night - Cherry Profile Dye-Sub PBT Full Keycap Set,neon-night-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/neon-night-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-08-03
7770106986585,Lemokey L1 QMK Wireless Custom Mechanical Keyboard ISO Layout Collection,lemokey-l1-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/lemokey-l1-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,194.99,214.99,在售,11,wireless,75%,Yes,Yes,,,,Normal Profile,All-metal,Yes,2024-08-03
7738219659353,Weirdo Ghost Gang - Cherry Profile Dye-Sub PBT Full Keycap Set,weirdo-ghost-gang-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/weirdo-ghost-gang-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,96%,,,,,Dye-Sub PBT,Cherry Profile,,,2024-07-30
7738216382553,Graffiti Party - Cherry Profile Dye-Sub PBT Full Keycap Set,graffiti-party-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/graffiti-party-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,96%,,,,,Dye-Sub PBT,Cherry Profile,,,2024-07-30
7738209861721,Rapper - Cherry Profile Dye-Sub PBT Full Keycap Set,rapper-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/rapper-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-07-30
7661240877145,Lemokey X5 QMK Wired Mechanical Keyboard,lemokey-x5-qmk-via-wired-mechanical-keyboard,https://www.keychron.com/products/lemokey-x5-qmk-via-wired-mechanical-keyboard,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,49.99,49.99,售罄,2,,,,,,,,,,,2024-07-25
7768723193945,Keychron K2 Max QMK Wireless Mechanical Keyboard,keychron-k2-max-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-k2-max-qmk-wireless-mechanical-keyboard,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,94.99,124.99,售罄,27,wireless,75%,Yes,Yes,,,,Normal Profile,,,2024-07-24
7713529987161,ISO Cherry Profile Dye-Sub PBT Full Set Keycap Set - Developer,iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-developer,https://www.keychron.com/products/iso-cherry-profile-dye-sub-pbt-full-set-keycap-set-developer,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,6,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-07-19
7755898126425,Keychron K13 Max QMK Wireless Custom Mechanical Keyboard ISO Layout Collection,keychron-k13-max-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-k13-max-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,109.99,109.99,在售,8,wireless,80%,Yes,Yes,,Yes,,Low Profile,,,2024-07-18
7750760955993,OEM Dye-Sub PBT Full Set Keycap Set - Mahjong,oem-dye-sub-pbt-full-set-keycap-set-mahjong,https://www.keychron.com/products/oem-dye-sub-pbt-full-set-keycap-set-mahjong,键帽 Keycaps,—,Keycaps,39.99,39.99,售罄,1,,Other Layout,,,,,Dye-Sub PBT,OEM Profile,,,2024-07-17
7567000895577,Keychron V5 Max QMK Wireless Custom Mechanical Keyboard ISO Layout Collection,keychron-v5-max-qmk-via-wireless-custom-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-v5-max-qmk-via-wireless-custom-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,119.99,119.99,在售,12,wireless,96%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2024-07-17
7732352254041,NINEGO - Cherry Profile Dye-Sub PBT Full Keycap Set,ninego-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/ninego-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,2,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2024-07-16
7754977837145,Keychron K17 Max QMK Wireless Custom Mechanical Keyboard,keychron-k17-max-qmk-via-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-k17-max-qmk-via-wireless-custom-mechanical-keyboard,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,94.99,114.99,售罄,9,wireless,96%,Yes,Yes,,Yes,,Low Profile,,,2024-07-11
7710018535513,Lemokey X0 QMK Wired Mechanical Gaming Keypad,lemokey-x0-qmk-wired-mechanical-gaming-keypad,https://www.keychron.com/products/lemokey-x0-qmk-wired-mechanical-gaming-keypad,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,32.99,32.99,售罄,2,,,,,,,,,,,2024-07-09
7701397897305,Keychron K15 Max (Alice Layout) QMK Wireless Custom Mechanical Keyboard,keychron-k15-max-alice-layout-qmk-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-k15-max-alice-layout-qmk-wireless-custom-mechanical-keyboard,键盘 Keyboards,Alice(人体工学),Slim Keyboards,99.99,119.99,在售,9,wireless,75%,Yes,Yes,,Yes,,Low Profile,,,2024-07-02
7567034875993,Keychron V6 Max QMK Wireless Custom Mechanical Keyboard ISO Layout Collection,keychron-v6-max-qmk-via-wireless-custom-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-v6-max-qmk-via-wireless-custom-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,119.99,119.99,在售,12,wireless,100%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2024-07-02
7709982326873,Keychron Q14 Max (Alice Layout) QMK Wireless Custom Mechanical Keyboard,keychron-q14-max-alice-layout-qmk-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q14-max-alice-layout-qmk-wireless-custom-mechanical-keyboard,键盘 Keyboards,Alice(人体工学),Custom Keyboards,229.99,249.99,售罄,8,wireless,96%,Yes,Yes,,,,KSA Profile,All-metal,Yes,2024-06-28
7744476610649,Keychron K5 Max QMK Wireless Custom Mechanical Keyboard ISO Layout Collection,keychron-k5-max-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-k5-max-qmk-wireless-custom-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,114.99,114.99,在售,8,wireless,100%,Yes,Yes,,Yes,,Low Profile,,,2024-06-27
7743664652377,Test - New,test-coming-up-new,https://www.keychron.com/products/test-coming-up-new,其它 Others,—,(空白),0.0,0.0,售罄,2,,,,,,,,,,,2024-06-25
7715860807769,Keychron Q15 Max QMK Wireless Custom Mechanical Keyboard,keychron-q15-max-qmk-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q15-max-qmk-wireless-custom-mechanical-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,199.99,229.99,售罄,8,wireless,,Yes,Yes,,,,Normal Profile,All-metal,Yes,2024-06-25
